Latitude (decimal degrees):	42.164
Longitude (decimal degrees):	19.648
Elevation (m):	447
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20230611:1010,773.94,69.89,21.82,0.34,0.0
20230611:1110,696.83,69.96,21.28,0.76,0.0
20230611:1210,301.0,63.35,20.89,0.83,0.0
20230611:1310,213.23,53.62,20.98,0.76,0.0
20230611:1410,508.58,42.81,21.19,0.69,0.0
20230611:1510,52.85,31.71,21.24,0.48,0.0
20230611:1610,34.3,20.72,21.57,0.83,0.0
20230611:1710,20.99,10.13,21.01,0.55,0.0
20230611:1810,0.0,0.0,20.16,0.62,0.0
20230611:1910,0.0,0.0,19.71,0.62,0.0
20230611:2010,0.0,0.0,19.47,0.28,0.0
20230611:2110,0.0,0.0,19.08,0.34,0.0
20230611:2210,0.0,0.0,18.11,0.69,0.0
20230611:2310,0.0,0.0,17.79,0.69,0.0
20230612:0010,0.0,0.0,16.85,1.1,0.0
20230612:0110,0.0,0.0,16.47,1.03,0.0
20230612:0210,0.0,0.0,16.4,1.03,0.0
20230612:0310,0.0,0.0,15.81,1.03,0.0
20230612:0410,30.61,9.95,16.19,0.9,0.0
20230612:0510,132.04,20.53,17.37,0.76,0.0
20230612:0610,195.88,31.51,18.74,0.9,0.0
20230612:0710,195.0,42.61,20.1,0.34,0.0
20230612:0810,725.26,53.44,20.6,0.28,0.0
20230612:0910,0.0,0.0,21.64,0.21,0.0
20230612:1010,516.05,69.94,21.84,0.21,0.0
20230612:1110,721.34,70.03,22.21,0.48,0.0
20230612:1210,369.35,63.43,21.39,0.62,0.0
20230612:1310,72.31,53.7,21.89,0.76,0.0
20230612:1410,53.77,42.89,21.63,0.69,0.0
20230612:1510,68.61,31.79,21.43,0.69,0.0
20230612:1610,49.14,20.8,20.84,0.76,0.0
20230612:1710,27.98,10.2,20.73,0.83,0.0
20230612:1810,0.0,0.0,20.03,0.76,0.0
20230612:1910,0.0,0.0,19.23,0.34,0.0
20230612:2010,0.0,0.0,18.63,0.41,0.0
20230612:2110,0.0,0.0,18.43,0.55,0.0
20230612:2210,0.0,0.0,17.77,0.76,0.0
20230612:2310,0.0,0.0,17.25,0.97,0.0
20230613:0010,0.0,0.0,16.84,0.97,0.0
20230613:0110,0.0,0.0,17.12,1.03,0.0
20230613:0210,0.0,0.0,16.74,1.03,0.0
20230613:0310,0.0,0.0,16.12,1.1,0.0
20230613:0410,49.84,9.95,16.32,1.1,0.0
20230613:0510,83.95,20.53,17.56,1.03,0.0
20230613:0610,112.81,31.51,18.76,0.76,0.0
20230613:0710,124.17,42.61,20.22,0.69,0.0
20230613:0810,630.19,53.44,21.22,0.07,0.0
20230613:0910,899.28,63.23,22.01,0.28,0.0
20230613:1010,985.55,69.98,22.44,0.55,0.0
20230613:1110,892.57,70.1,22.8,0.62,0.0
20230613:1210,901.98,63.51,23.35,0.21,0.0
20230613:1310,754.34,53.78,23.32,0.69,0.0
20230613:1410,479.57,42.96,22.83,1.31,0.0
20230613:1510,165.66,31.86,21.99,1.38,0.0
20230613:1610,62.12,20.87,20.81,0.76,0.0
20230613:1710,60.34,10.28,20.51,0.21,0.0
20230613:1810,0.0,0.0,19.82,0.9,0.0
20230613:1910,0.0,0.0,20.91,0.28,0.0
20230613:2010,0.0,0.0,20.48,0.55,0.0
20230613:2110,0.0,0.0,19.96,0.76,0.0
20230613:2210,0.0,0.0,19.46,0.9,0.0
20230613:2310,0.0,0.0,18.49,0.97,0.0
20230614:0010,0.0,0.0,17.58,1.03,0.0
20230614:0110,0.0,0.0,16.87,1.1,0.0
20230614:0210,0.0,0.0,15.96,1.17,0.0
20230614:0310,0.0,0.0,15.51,1.24,0.0
20230614:0410,54.22,9.95,15.28,1.31,0.0
20230614:0510,125.05,20.52,17.4,0.97,0.0
20230614:0610,144.29,31.5,19.04,0.83,0.0
20230614:0710,278.08,42.6,20.14,0.55,0.0
20230614:0810,749.67,53.44,21.11,0.9,0.0
20230614:0910,860.3,63.24,21.99,1.03,0.0
20230614:1010,793.84,70.02,22.38,1.38,0.0
20230614:1110,699.35,70.17,22.96,1.86,0.0
20230614:1210,261.59,63.58,22.96,1.93,0.0
20230614:1310,603.74,53.85,22.96,2.0,0.0
20230614:1410,375.89,43.03,22.64,1.86,0.0
20230614:1510,171.85,31.93,22.0,1.66,0.0
20230614:1610,181.71,20.94,21.3,1.45,0.0
20230614:1710,52.47,10.35,20.74,0.83,0.0
20230614:1810,0.0,0.0,19.78,0.76,0.0
20230614:1910,0.0,0.0,19.13,0.83,0.0
20230614:2010,0.0,0.0,19.9,0.55,0.0
20230614:2110,0.0,0.0,19.62,0.28,0.0
20230614:2210,0.0,0.0,18.89,0.21,0.0
20230614:2310,0.0,0.0,18.49,0.07,0.0
20230615:0010,0.0,0.0,17.68,0.69,0.0
20230615:0110,0.0,0.0,17.42,0.83,0.0
20230615:0210,0.0,0.0,17.79,0.48,0.0
20230615:0310,0.0,0.0,16.51,0.76,0.0
20230615:0410,16.61,9.95,16.12,0.97,0.0
20230615:0510,24.48,20.51,16.57,1.17,0.0
20230615:0610,73.45,31.49,17.62,1.1,0.0
20230615:0710,109.31,42.59,17.98,0.62,0.0
20230615:0810,95.49,53.44,18.51,0.62,0.0
20230615:0910,145.56,63.25,18.13,0.76,0.0
20230615:1010,141.85,70.05,18.87,0.69,0.0
20230615:1110,171.51,70.22,19.24,0.76,0.0
20230615:1210,250.32,63.64,20.02,0.76,0.0
20230615:1310,65.82,53.91,21.01,0.21,0.0
20230615:1410,116.82,43.09,20.91,0.9,0.0
20230615:1510,228.08,31.99,19.59,1.38,0.0
20230615:1610,155.0,21.01,18.68,0.48,0.0
20230615:1710,57.71,10.41,18.6,0.41,0.0
20230615:1810,0.0,0.0,18.46,0.55,0.0
20230615:1910,0.0,0.0,17.38,0.48,0.0
20230615:2010,0.0,0.0,17.11,0.55,0.0
20230615:2110,0.0,0.0,17.06,0.69,0.0
20230615:2210,0.0,0.0,17.28,0.69,0.0
20230615:2310,0.0,0.0,17.04,0.62,0.0
20230616:0010,0.0,0.0,16.75,0.69,0.0
20230616:0110,0.0,0.0,16.43,0.76,0.0
20230616:0210,0.0,0.0,16.05,0.83,0.0
20230616:0310,0.0,0.0,16.15,0.83,0.0
20230616:0410,25.36,9.94,16.09,0.9,0.0
20230616:0510,125.05,20.5,16.58,0.83,0.0
20230616:0610,92.69,31.48,17.85,0.83,0.0
20230616:0710,178.39,42.58,18.55,1.03,0.0
20230616:0810,231.87,53.42,18.68,0.9,0.0
20230616:0910,245.68,63.25,18.82,1.1,0.0
20230616:1010,180.79,70.07,18.76,1.1,0.0
20230616:1110,185.42,70.28,19.33,1.24,0.0
20230616:1210,104.76,63.7,19.29,1.1,0.0
20230616:1310,129.79,53.97,19.56,1.03,0.0
20230616:1410,89.0,43.16,19.29,1.03,0.0
20230616:1510,72.31,32.06,18.8,0.97,0.0
20230616:1610,109.78,21.07,18.6,1.03,0.0
20230616:1710,52.47,10.48,18.23,1.1,0.0
20230616:1810,0.0,0.0,17.64,1.17,0.0
20230616:1910,0.0,0.0,16.62,1.45,0.0
20230616:2010,0.0,0.0,16.18,1.52,0.0
20230616:2110,0.0,0.0,16.21,1.38,0.0
20230616:2210,0.0,0.0,15.73,1.52,0.0
20230616:2310,0.0,0.0,15.46,1.52,0.0
20230617:0010,0.0,0.0,15.21,1.59,0.0
20230617:0110,0.0,0.0,14.92,1.52,0.0
20230617:0210,0.0,0.0,14.75,1.45,0.0
20230617:0310,0.0,0.0,14.73,1.38,0.0
20230617:0410,8.74,9.92,14.64,1.31,0.0
20230617:0510,22.74,20.48,16.22,1.31,0.0
20230617:0610,41.1,31.46,16.85,1.31,0.0
20230617:0710,221.24,42.56,17.5,1.17,0.0
20230617:0810,169.66,53.41,17.68,0.9,0.0
20230617:0910,337.17,63.24,17.91,1.03,0.0
20230617:1010,145.56,70.09,17.55,0.83,0.0
20230617:1110,139.99,70.32,18.21,1.31,0.0
20230617:1210,132.58,63.76,17.91,1.1,0.0
20230617:1310,103.84,54.03,17.77,1.03,0.0
20230617:1410,112.18,43.21,17.79,0.9,0.0
20230617:1510,154.68,32.11,17.7,0.76,0.0
20230617:1610,46.36,21.12,17.56,0.48,0.0
20230617:1710,12.24,10.53,17.67,0.34,0.0
20230617:1810,0.0,0.0,17.21,0.55,0.0
20230617:1910,0.0,0.0,17.51,0.69,0.0
20230617:2010,0.0,0.0,16.5,0.83,0.0
20230617:2110,0.0,0.0,16.53,0.97,0.0
20230617:2210,0.0,0.0,16.02,1.03,0.0
20230617:2310,0.0,0.0,15.68,1.03,0.0
20230618:0010,0.0,0.0,14.86,1.17,0.0
20230618:0110,0.0,0.0,14.46,1.31,0.0
20230618:0210,0.0,0.0,13.8,1.38,0.0
20230618:0310,0.0,0.0,13.33,1.45,0.0
20230618:0410,52.47,9.9,12.97,1.45,0.0
20230618:0510,90.94,20.46,15.25,1.31,0.0
20230618:0610,109.31,31.43,17.66,1.31,0.0
20230618:0710,129.42,42.54,19.58,1.17,0.0
20230618:0810,795.57,53.39,21.05,1.59,0.0
20230618:0910,929.37,63.23,22.27,1.86,0.0
20230618:1010,992.83,70.1,23.45,2.0,0.0
20230618:1110,972.53,70.36,23.79,1.03,0.0
20230618:1210,802.6,63.81,24.08,0.41,0.0
20230618:1310,544.85,54.08,23.41,0.14,0.0
20230618:1410,562.81,43.27,23.86,0.07,0.0
20230618:1510,388.86,32.17,23.65,0.21,0.0
20230618:1610,181.95,21.18,23.13,0.14,0.0
20230618:1710,54.22,10.59,22.55,0.14,0.0
20230618:1810,0.0,0.0,21.97,0.14,0.0
20230618:1910,0.0,0.0,21.61,0.62,0.0
20230618:2010,0.0,0.0,20.34,1.1,0.0
20230618:2110,0.0,0.0,18.77,1.31,0.0
20230618:2210,0.0,0.0,17.27,1.45,0.0
20230618:2310,0.0,0.0,16.01,1.59,0.0
20230619:0010,0.0,0.0,15.05,1.66,0.0
20230619:0110,0.0,0.0,14.46,1.66,0.0
20230619:0210,0.0,0.0,13.81,1.72,0.0
20230619:0310,0.0,0.0,13.13,1.79,0.0
20230619:0410,58.59,9.88,12.85,1.79,0.0
20230619:0510,113.68,20.43,15.7,1.45,0.0
20230619:0610,132.92,31.4,19.91,1.17,0.0
20230619:0710,150.41,42.51,21.42,1.03,0.0
20230619:0810,788.87,53.36,22.72,0.76,0.0
20230619:0910,936.24,63.21,23.82,0.48,0.0
20230619:1010,1015.25,70.1,24.7,0.41,0.0
20230619:1110,1017.86,70.39,25.41,0.62,0.0
20230619:1210,957.92,63.85,25.94,0.76,0.0
20230619:1310,832.36,54.13,26.24,1.03,0.0
20230619:1410,621.6,43.32,25.81,1.24,0.0
20230619:1510,404.48,32.22,25.14,1.1,0.0
20230619:1610,186.24,21.23,24.32,1.03,0.0
20230619:1710,55.97,10.63,23.27,0.69,0.0
20230619:1810,0.0,0.0,22.62,0.34,0.0
20230619:1910,0.0,0.0,21.9,0.48,0.0
20230619:2010,0.0,0.0,21.38,0.83,0.0
20230619:2110,0.0,0.0,20.84,0.97,0.0
20230619:2210,0.0,0.0,19.99,1.1,0.0
20230619:2310,0.0,0.0,18.98,1.24,0.0
20230620:0010,0.0,0.0,18.43,1.24,0.0
20230620:0110,0.0,0.0,17.79,1.31,0.0
20230620:0210,0.0,0.0,17.4,1.31,0.0
20230620:0310,0.0,0.0,17.1,1.31,0.0
20230620:0410,57.71,9.85,16.88,1.31,0.0
20230620:0510,106.68,20.4,18.05,0.83,0.0
20230620:0610,124.17,31.37,21.94,0.21,0.0
20230620:0710,132.92,42.48,23.07,0.14,0.0
20230620:0810,776.76,53.33,24.26,0.28,0.0
20230620:0910,922.72,63.19,25.21,0.9,0.0
20230620:1010,1002.62,70.1,25.94,1.31,0.0
20230620:1110,1005.27,70.41,26.15,1.59,0.0
20230620:1210,935.6,63.89,26.02,1.45,0.0
20230620:1310,801.91,54.18,25.71,1.38,0.0
20230620:1410,607.55,43.36,25.04,1.31,0.0
20230620:1510,340.72,32.26,24.67,1.03,0.0
20230620:1610,184.48,21.27,24.29,0.76,0.0
20230620:1710,58.59,10.68,23.75,0.55,0.0
20230620:1810,0.0,0.0,22.92,0.28,0.0
20230620:1910,0.0,0.0,22.49,0.21,0.0
20230620:2010,0.0,0.0,22.04,0.41,0.0
20230620:2110,0.0,0.0,21.57,0.62,0.0
20230620:2210,0.0,0.0,21.09,1.03,0.0
20230620:2310,0.0,0.0,20.63,1.03,0.0
20230621:0010,0.0,0.0,20.54,0.9,0.0
20230621:0110,0.0,0.0,20.3,0.83,0.0
20230621:0210,0.0,0.0,20.07,0.97,0.0
20230621:0310,0.0,0.0,19.07,1.17,0.0
20230621:0410,57.71,9.82,18.13,1.24,0.0
20230621:0510,99.69,20.37,19.73,0.83,0.0
20230621:0610,118.93,31.34,23.27,0.34,0.0
20230621:0710,142.54,42.44,24.33,0.28,0.0
20230621:0810,764.04,53.3,25.27,0.9,0.0
20230621:0910,903.41,63.16,26.01,0.97,0.0
20230621:1010,980.88,70.09,26.79,0.97,0.0
20230621:1110,983.57,70.43,27.22,1.31,0.0
20230621:1210,911.38,63.93,27.02,1.45,0.0
20230621:1310,773.27,54.22,26.8,1.38,0.0
20230621:1410,418.74,43.41,26.38,1.1,0.0
20230621:1510,374.18,32.31,26.29,0.55,0.0
20230621:1610,183.2,21.32,26.1,0.76,0.0
20230621:1710,62.96,10.72,25.35,0.83,0.0
20230621:1810,0.0,0.0,24.38,0.55,0.0
20230621:1910,0.0,0.0,23.76,0.14,0.0
20230621:2010,0.0,0.0,23.45,0.69,0.0
20230621:2110,0.0,0.0,23.19,0.76,0.0
20230621:2210,0.0,0.0,22.67,0.83,0.0
20230621:2310,0.0,0.0,22.23,0.97,0.0
20230622:0010,0.0,0.0,21.6,1.17,0.0
20230622:0110,0.0,0.0,20.78,1.31,0.0
20230622:0210,0.0,0.0,19.91,1.45,0.0
20230622:0310,0.0,0.0,19.22,1.52,0.0
20230622:0410,53.34,9.78,18.93,1.52,0.0
20230622:0510,115.43,20.33,21.52,1.31,0.0
20230622:0610,131.17,31.3,25.11,1.1,0.0
20230622:0710,146.91,42.4,26.75,0.9,0.0
20230622:0810,757.25,53.26,27.9,0.55,0.0
20230622:0910,896.27,63.13,28.85,0.07,0.0
20230622:1010,973.65,70.07,29.68,0.28,0.0
20230622:1110,976.37,70.44,30.11,0.62,0.0
20230622:1210,910.46,63.96,29.27,1.1,0.0
20230622:1310,788.6,54.25,29.3,1.03,0.0
20230622:1410,53.77,43.44,29.37,0.97,0.0
20230622:1510,39.87,32.34,28.9,0.97,0.0
20230622:1610,38.01,21.35,28.26,0.9,0.0
20230622:1710,46.35,10.75,27.63,0.48,0.0
20230622:1810,0.0,0.0,27.63,0.34,0.0
20230622:1910,0.0,0.0,26.65,0.28,0.0
20230622:2010,0.0,0.0,25.79,0.62,0.0
20230622:2110,0.0,0.0,25.05,0.76,0.0
20230622:2210,0.0,0.0,24.45,0.69,0.0
20230622:2310,0.0,0.0,23.43,0.97,0.0
20230623:0010,0.0,0.0,22.1,1.17,0.0
20230623:0110,0.0,0.0,20.94,1.24,0.0
20230623:0210,0.0,0.0,20.46,1.24,0.0
20230623:0310,0.0,0.0,20.07,1.24,0.0
20230623:0410,51.59,9.74,19.76,1.24,0.0
20230623:0510,126.8,20.29,22.28,0.97,0.0
20230623:0610,164.4,31.25,25.19,0.55,0.0
20230623:0710,179.26,42.36,26.72,0.21,0.0
20230623:0810,739.35,53.22,27.89,0.55,0.0
20230623:0910,888.24,63.09,28.67,1.03,0.0
20230623:1010,965.44,70.05,29.28,1.31,0.0
20230623:1110,974.43,70.45,29.65,1.38,0.0
20230623:1210,913.69,63.98,29.54,1.45,0.0
20230623:1310,786.97,54.29,29.51,1.45,0.0
20230623:1410,591.25,43.48,29.28,1.24,0.0
20230623:1510,387.68,32.38,29.05,1.17,0.0
20230623:1610,183.51,21.39,28.42,1.24,0.0
20230623:1710,61.21,10.78,27.15,0.55,0.0
20230623:1810,0.0,0.0,26.22,0.21,0.0
20230623:1910,0.0,0.0,25.85,0.28,0.0
20230623:2010,0.0,0.0,25.28,0.62,0.0
20230623:2110,0.0,0.0,24.76,0.83,0.0
20230623:2210,0.0,0.0,24.2,0.76,0.0
20230623:2310,0.0,0.0,23.7,0.62,0.0
20230624:0010,0.0,0.0,23.35,0.55,0.0
20230624:0110,0.0,0.0,23.15,0.48,0.0
20230624:0210,0.0,0.0,22.78,0.9,0.0
20230624:0310,0.0,0.0,21.64,1.17,0.0
20230624:0410,41.97,9.69,20.93,1.17,0.0
20230624:0510,67.33,20.24,22.01,0.62,0.0
20230624:0610,36.73,31.2,24.65,0.48,0.0
20230624:0710,264.96,42.31,26.24,0.97,0.0
20230624:0810,686.03,53.17,27.1,0.69,0.0
20230624:0910,649.95,63.05,27.97,1.1,0.0
20230624:1010,900.2,70.02,27.85,1.45,0.0
20230624:1110,579.66,70.44,25.79,1.31,0.0
20230624:1210,754.32,64.0,26.44,0.97,0.0
20230624:1310,730.25,54.31,25.91,0.62,0.0
20230624:1410,507.67,43.51,25.81,0.97,0.0
20230624:1510,308.05,32.41,25.79,0.97,0.0
20230624:1610,158.79,21.41,24.71,1.31,0.0
20230624:1710,60.34,10.81,24.4,1.72,0.0
20230624:1810,0.0,0.0,23.65,1.17,0.0
20230624:1910,0.0,0.0,22.46,1.31,0.0
20230624:2010,0.0,0.0,22.47,1.03,0.0
20230624:2110,0.0,0.0,22.28,0.9,0.0
20230624:2210,0.0,0.0,21.62,0.97,0.0
20230624:2310,0.0,0.0,19.62,1.38,0.0
20230625:0010,0.0,0.0,19.03,1.52,0.0
20230625:0110,0.0,0.0,19.27,1.52,0.0
20230625:0210,0.0,0.0,18.98,1.72,0.0
20230625:0310,0.0,0.0,18.88,1.72,0.0
20230625:0410,34.98,9.64,19.3,1.79,0.0
20230625:0510,129.42,20.19,20.76,1.93,0.0
20230625:0610,141.66,31.15,22.12,2.07,0.0
20230625:0710,175.77,42.26,23.38,1.93,0.0
20230625:0810,683.02,53.12,24.78,1.72,0.0
20230625:0910,898.52,63.0,25.65,1.1,0.0
20230625:1010,982.29,69.98,26.38,0.55,0.0
20230625:1110,981.07,70.43,26.72,0.41,0.0
20230625:1210,910.15,64.01,26.67,0.41,0.0
20230625:1310,777.12,54.33,25.72,0.97,0.0
20230625:1410,443.88,43.53,25.4,0.69,0.0
20230625:1510,405.79,32.43,24.82,0.28,0.0
20230625:1610,171.85,21.44,24.03,0.28,0.0
20230625:1710,9.62,10.83,23.87,0.14,0.0
20230625:1810,0.0,0.0,23.4,0.55,0.0
20230625:1910,0.0,0.0,25.14,0.62,0.0
20230625:2010,0.0,0.0,24.33,0.9,0.0
20230625:2110,0.0,0.0,23.24,1.1,0.0
20230625:2210,0.0,0.0,20.59,1.38,0.0
20230625:2310,0.0,0.0,19.11,1.59,0.0
20230626:0010,0.0,0.0,18.57,1.59,0.0
20230626:0110,0.0,0.0,18.08,1.59,0.0
20230626:0210,0.0,0.0,17.72,1.66,0.0
20230626:0310,0.0,0.0,17.26,1.72,0.0
20230626:0410,49.84,9.59,17.55,1.72,0.0
20230626:0510,117.18,20.13,19.74,1.93,0.0
20230626:0610,124.17,31.1,20.85,1.93,0.0
20230626:0710,136.42,42.2,22.88,1.66,0.0
20230626:0810,774.65,53.07,24.0,1.86,0.0
20230626:0910,912.94,62.95,24.98,1.72,0.0
20230626:1010,954.46,69.94,25.74,1.38,0.0
20230626:1110,943.41,70.42,26.16,1.03,0.0
20230626:1210,870.24,64.02,26.52,1.03,0.0
20230626:1310,781.63,54.35,26.55,1.03,0.0
20230626:1410,588.94,43.55,26.52,0.76,0.0
20230626:1510,409.58,32.45,26.44,0.55,0.0
20230626:1610,189.8,21.46,25.94,0.34,0.0
20230626:1710,54.22,10.85,25.3,0.21,0.0
20230626:1810,0.0,0.0,24.74,0.48,0.0
20230626:1910,0.0,0.0,24.46,0.76,0.0
20230626:2010,0.0,0.0,23.15,1.17,0.0
20230626:2110,0.0,0.0,21.87,1.31,0.0
20230626:2210,0.0,0.0,20.71,1.45,0.0
20230626:2310,0.0,0.0,19.64,1.59,0.0
20230627:0010,0.0,0.0,18.59,1.66,0.0
20230627:0110,0.0,0.0,17.63,1.66,0.0
20230627:0210,0.0,0.0,16.69,1.72,0.0
20230627:0310,0.0,0.0,15.95,1.79,0.0
20230627:0410,54.22,9.53,15.66,1.79,0.0
20230627:0510,89.19,20.07,18.34,1.52,0.0
20230627:0610,107.56,31.04,21.85,1.45,0.0
20230627:0710,125.92,42.14,23.33,1.52,0.0
20230627:0810,789.16,53.01,24.46,1.72,0.0
20230627:0910,929.32,62.89,25.52,1.45,0.0
20230627:1010,1006.72,69.89,26.45,0.9,0.0
20230627:1110,978.73,70.39,27.07,0.14,0.0
20230627:1210,933.38,64.02,27.16,0.28,0.0
20230627:1310,788.95,54.36,26.52,0.62,0.0
20230627:1410,514.21,43.57,26.32,0.76,0.0
20230627:1510,402.44,32.47,26.28,0.69,0.0
20230627:1610,190.28,21.47,26.08,0.62,0.0
20230627:1710,55.09,10.86,25.39,0.55,0.0
20230627:1810,0.0,0.0,25.21,0.41,0.0
20230627:1910,0.0,0.0,24.57,0.21,0.0
20230627:2010,0.0,0.0,24.17,0.62,0.0
20230627:2110,0.0,0.0,23.61,0.76,0.0
20230627:2210,0.0,0.0,23.12,0.9,0.0
20230627:2310,0.0,0.0,22.63,0.97,0.0
20230628:0010,0.0,0.0,22.17,0.97,0.0
20230628:0110,0.0,0.0,21.86,0.97,0.0
20230628:0210,0.0,0.0,21.44,0.97,0.0
20230628:0310,0.0,0.0,21.13,0.97,0.0
20230628:0410,52.47,9.47,20.87,0.97,0.0
20230628:0510,124.17,20.01,20.29,0.76,0.0
20230628:0610,147.78,30.97,23.01,0.62,0.0
20230628:0710,164.4,42.08,23.75,0.76,0.0
20230628:0810,737.1,52.94,24.41,1.1,0.0
20230628:0910,878.04,62.83,25.07,1.66,0.0
20230628:1010,949.91,69.83,25.65,1.93,0.0
20230628:1110,842.08,70.36,25.96,2.28,0.0
20230628:1210,925.6,64.02,26.12,2.48,0.0
20230628:1310,808.16,54.37,25.88,2.41,0.0
20230628:1410,578.61,43.58,25.72,2.14,0.0
20230628:1510,379.0,32.48,25.36,1.72,0.0
20230628:1610,175.75,21.48,24.98,1.03,0.0
20230628:1710,62.09,10.87,24.35,0.69,0.0
20230628:1810,0.0,0.0,24.18,0.48,0.0
20230628:1910,0.0,0.0,23.54,0.76,0.0
20230628:2010,0.0,0.0,20.87,1.24,0.0
20230628:2110,0.0,0.0,19.65,1.66,0.0
20230628:2210,0.0,0.0,19.15,2.0,0.0
20230628:2310,0.0,0.0,18.32,2.21,0.0
20230629:0010,0.0,0.0,17.45,2.21,0.0
20230629:0110,0.0,0.0,16.47,2.28,0.0
20230629:0210,0.0,0.0,15.87,2.21,0.0
20230629:0310,0.0,0.0,15.66,2.14,0.0
20230629:0410,8.74,9.4,15.9,2.07,0.0
20230629:0510,128.55,19.94,16.54,2.07,0.0
20230629:0610,203.75,30.91,17.77,2.14,0.0
20230629:0710,220.36,42.01,18.03,2.14,0.0
20230629:0810,775.42,52.88,19.62,2.07,0.0
20230629:0910,918.99,62.76,20.85,1.86,0.0
20230629:1010,1000.36,69.77,22.17,1.86,0.0
20230629:1110,1010.67,70.33,23.17,1.59,0.0
20230629:1210,933.34,64.0,23.9,0.97,0.0
20230629:1310,806.05,54.37,24.29,0.48,0.0
20230629:1410,628.04,43.59,24.53,0.28,0.0
20230629:1510,409.43,32.49,24.38,0.14,0.0
20230629:1610,191.58,21.49,23.99,0.21,0.0
20230629:1710,55.09,10.87,23.21,0.28,0.0
20230629:1810,0.0,0.0,22.43,0.48,0.0
20230629:1910,0.0,0.0,22.47,0.21,0.0
20230629:2010,0.0,0.0,21.93,0.48,0.0
20230629:2110,0.0,0.0,21.47,0.69,0.0
20230629:2210,0.0,0.0,20.85,0.9,0.0
20230629:2310,0.0,0.0,19.75,1.1,0.0
20230630:0010,0.0,0.0,18.01,1.31,0.0
20230630:0110,0.0,0.0,16.94,1.45,0.0
20230630:0210,0.0,0.0,16.16,1.52,0.0
20230630:0310,0.0,0.0,15.51,1.52,0.0
20230630:0410,48.97,9.33,15.14,1.52,0.0
20230630:0510,86.57,19.87,17.38,1.31,0.0
20230630:0610,103.19,30.84,20.43,1.1,0.0
20230630:0710,118.93,41.94,21.7,0.69,0.0
20230630:0810,799.72,52.81,22.94,0.21,0.0
20230630:0910,937.7,62.69,23.88,0.97,0.0
20230630:1010,1015.43,69.7,24.58,1.59,0.0
20230630:1110,0.0,0.0,24.88,1.93,0.0
20230630:1210,948.29,63.99,24.92,2.14,0.0
20230630:1310,827.97,54.37,24.79,2.21,0.0
20230630:1410,630.25,43.59,24.42,2.0,0.0
20230630:1510,413.67,32.49,24.1,1.59,0.0
20230630:1610,193.13,21.49,23.65,1.38,0.0
20230630:1710,54.22,10.86,22.92,1.03,0.0
20230630:1810,0.0,0.0,21.54,0.83,0.0
20230630:1910,0.0,0.0,21.66,0.69,0.0
20230630:2010,0.0,0.0,21.1,0.48,0.0
20230630:2110,0.0,0.0,20.58,0.55,0.0
20230630:2210,0.0,0.0,20.12,0.62,0.0
20230630:2310,0.0,0.0,19.8,0.69,0.0
20230701:0010,0.0,0.0,19.54,0.76,0.0
20230701:0110,0.0,0.0,19.2,0.83,0.0
20230701:0210,0.0,0.0,19.08,0.83,0.0
20230701:0310,0.0,0.0,18.94,0.9,0.0
20230701:0410,17.49,9.25,18.89,0.83,0.0
20230701:0510,97.06,19.8,19.01,0.48,0.0
20230701:0610,111.06,30.77,21.33,0.48,0.0
20230701:0710,273.71,41.87,21.26,0.69,0.0
20230701:0810,504.63,52.73,22.45,1.03,0.0
20230701:0910,578.69,62.61,23.43,1.72,0.0
20230701:1010,90.86,69.63,23.33,1.79,0.0
20230701:1110,92.71,70.23,23.37,1.24,0.0
20230701:1210,669.59,63.97,23.93,1.93,0.0
20230701:1310,145.56,54.36,22.74,1.66,0.0
20230701:1410,292.78,43.59,22.81,0.69,0.0
20230701:1510,300.41,32.49,22.6,1.1,0.0
20230701:1610,105.23,21.48,21.12,1.03,0.0
20230701:1710,59.46,10.86,20.42,0.34,0.0
20230701:1810,0.0,0.0,19.76,1.03,0.0
20230701:1910,0.0,0.0,18.56,0.55,0.0
20230701:2010,0.0,0.0,18.29,0.14,0.0
20230701:2110,0.0,0.0,18.24,0.0,0.0
20230701:2210,0.0,0.0,18.14,0.28,0.0
20230701:2310,0.0,0.0,17.82,0.28,0.0
20230702:0010,0.0,0.0,17.38,0.83,0.0
20230702:0110,0.0,0.0,17.12,0.83,0.0
20230702:0210,0.0,0.0,16.95,0.76,0.0
20230702:0310,0.0,0.0,16.8,0.62,0.0
20230702:0410,53.34,9.17,16.65,0.55,0.0
20230702:0510,125.92,19.72,16.85,0.48,0.0
20230702:0610,192.38,30.69,17.26,0.41,0.0
20230702:0710,233.48,41.79,19.15,0.69,0.0
20230702:0810,703.03,52.65,19.81,0.97,0.0
20230702:0910,816.29,62.53,21.05,1.17,0.0
20230702:1010,848.74,69.55,21.58,1.38,0.0
20230702:1110,635.25,70.18,22.01,1.52,0.0
20230702:1210,234.56,63.94,22.03,1.52,0.0
20230702:1310,341.91,54.35,22.4,1.52,0.0
20230702:1410,476.03,43.58,21.93,1.45,0.0
20230702:1510,395.63,32.49,22.34,1.17,0.0
20230702:1610,154.93,21.48,22.06,1.45,0.0
20230702:1710,63.84,10.84,21.31,1.1,0.0
20230702:1810,0.0,0.0,20.75,0.55,0.0
20230702:1910,0.0,0.0,20.77,0.21,0.0
